pokedex_number,name,generation,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,release_date,speed_class,strength_category
702,Dedenne,6,Antenna Pokémon,2,Electric,Fairy,0.2,2.2,3,Cheek Pouch,Pickup,Plus,431.0,67.0,58.0,57.0,81.0,67.0,101.0,180.0,2013-01-01,Fast,weak
703,Carbink,6,Jewel Pokémon,2,Rock,Fairy,0.3,5.7,2,Clear Body,None,Sturdy,500.0,50.0,50.0,150.0,50.0,150.0,50.0,60.0,2013-01-01,Slow,Strong
704,Goomy,6,Soft Tissue Pokémon,1,Dragon,None,0.3,2.8,3,Sap Sipper,Hydration,Gooey,300.0,45.0,50.0,35.0,55.0,75.0,40.0,45.0,2013-01-01,Slow,weak
705,Sliggoo,6,Soft Tissue Pokémon,1,Dragon,None,0.8,17.5,3,Sap Sipper,Hydration,Gooey,452.0,68.0,75.0,53.0,83.0,113.0,60.0,45.0,2013-01-01,Slow,Strong
706,Goodra,6,Dragon Pokémon,1,Dragon,None,2.0,150.5,3,Sap Sipper,Hydration,Gooey,600.0,90.0,100.0,70.0,110.0,150.0,80.0,45.0,2013-01-01,Fast,Strong
707,Klefki,6,Key Ring Pokémon,2,Steel,Fairy,0.2,3.0,2,Prankster,None,Magician,470.0,57.0,80.0,91.0,80.0,87.0,75.0,75.0,2013-01-01,Fast,Strong
708,Phantump,6,Stump Pokémon,2,Ghost,Grass,0.4,7.0,3,Natural Cure,Frisk,Harvest,309.0,43.0,70.0,48.0,50.0,60.0,38.0,120.0,2013-01-01,Slow,weak
709,Trevenant,6,Elder Tree Pokémon,2,Ghost,Grass,1.5,71.0,3,Natural Cure,Frisk,Harvest,474.0,85.0,110.0,76.0,65.0,82.0,56.0,60.0,2013-01-01,Slow,Strong
710,Pumpkaboo Average Size,6,Pumpkin Pokémon,2,Ghost,Grass,0.4,5.0,3,Pickup,Frisk,Insomnia,335.0,49.0,66.0,70.0,44.0,55.0,51.0,120.0,2013-01-01,Slow,weak
710,Pumpkaboo Small Size,6,Pumpkin Pokémon,2,Ghost,Grass,0.3,3.5,3,Pickup,Frisk,Insomnia,335.0,44.0,66.0,70.0,44.0,55.0,56.0,120.0,2013-01-01,Slow,weak
710,Pumpkaboo Large Size,6,Pumpkin Pokémon,2,Ghost,Grass,0.5,7.5,3,Pickup,Frisk,Insomnia,335.0,54.0,66.0,70.0,44.0,55.0,46.0,120.0,2013-01-01,Slow,weak
710,Pumpkaboo Super Size,6,Pumpkin Pokémon,2,Ghost,Grass,0.8,15.0,3,Pickup,Frisk,Insomnia,335.0,59.0,66.0,70.0,44.0,55.0,41.0,120.0,2013-01-01,Slow,weak
711,Gourgeist Average Size,6,Pumpkin Pokémon,2,Ghost,Grass,0.9,12.5,3,Pickup,Frisk,Insomnia,494.0,65.0,90.0,122.0,58.0,75.0,84.0,60.0,2013-01-01,Fast,Strong
711,Gourgeist Small Size,6,Pumpkin Pokémon,2,Ghost,Grass,0.7,9.5,3,Pickup,Frisk,Insomnia,494.0,55.0,85.0,122.0,58.0,75.0,99.0,60.0,2013-01-01,Fast,Strong
711,Gourgeist Large Size,6,Pumpkin Pokémon,2,Ghost,Grass,1.1,14.0,3,Pickup,Frisk,Insomnia,494.0,75.0,95.0,122.0,58.0,75.0,69.0,60.0,2013-01-01,Fast,Strong
711,Gourgeist Super Size,6,Pumpkin Pokémon,2,Ghost,Grass,1.7,39.0,3,Pickup,Frisk,Insomnia,494.0,85.0,100.0,122.0,58.0,75.0,54.0,60.0,2013-01-01,Slow,Strong
712,Bergmite,6,Ice Chunk Pokémon,1,Ice,None,1.0,99.5,3,Own Tempo,Ice Body,Sturdy,304.0,55.0,69.0,85.0,32.0,35.0,28.0,190.0,2013-01-01,Slow,weak
713,Avalugg,6,Iceberg Pokémon,1,Ice,None,2.0,505.0,3,Own Tempo,Ice Body,Sturdy,514.0,95.0,117.0,184.0,44.0,46.0,28.0,55.0,2013-01-01,Slow,Strong
714,Noibat,6,Sound Wave Pokémon,2,Flying,Dragon,0.5,8.0,3,Frisk,Infiltrator,Telepathy,245.0,40.0,30.0,35.0,45.0,40.0,55.0,190.0,2013-01-01,Slow,weak
715,Noivern,6,Sound Wave Pokémon,2,Flying,Dragon,1.5,85.0,3,Frisk,Infiltrator,Telepathy,535.0,85.0,70.0,80.0,97.0,80.0,123.0,45.0,2013-01-01,Fast,Strong
716,Xerneas,6,Life Pokémon,1,Fairy,None,3.0,215.0,1,Fairy Aura,None,None,680.0,126.0,131.0,95.0,131.0,98.0,99.0,45.0,2013-01-01,Fast,Strong
717,Yveltal,6,Destruction Pokémon,2,Dark,Flying,5.8,203.0,1,Dark Aura,None,None,680.0,126.0,131.0,95.0,131.0,98.0,99.0,45.0,2013-01-01,Fast,Strong
718,Zygarde 50% Forme,6,Order Pokémon,2,Dragon,Ground,5.0,305.0,2,Aura Break,Power Construct,None,600.0,108.0,100.0,121.0,81.0,95.0,95.0,3.0,2013-01-01,Fast,Strong
718,Zygarde 10% Forme,6,Order Pokémon,2,Dragon,Ground,1.2,33.5,2,Aura Break,Power Construct,None,486.0,54.0,100.0,71.0,61.0,85.0,115.0,3.0,2013-01-01,Fast,Strong
718,Zygarde Complete Forme,6,Order Pokémon,2,Dragon,Ground,4.5,610.0,1,Power Construct,None,None,708.0,216.0,100.0,121.0,91.0,95.0,85.0,3.0,2013-01-01,Fast,Strong
719,Diancie,6,Jewel Pokémon,2,Rock,Fairy,0.7,8.8,1,Clear Body,None,None,600.0,50.0,100.0,150.0,100.0,150.0,50.0,3.0,2013-01-01,Slow,Strong
719,Mega Diancie,6,Jewel Pokémon,2,Rock,Fairy,1.1,27.8,1,Magic Bounce,None,None,700.0,50.0,160.0,110.0,160.0,110.0,110.0,3.0,2013-01-01,Fast,Strong
720,Hoopa Hoopa Confined,6,Mischief Pokémon,2,Psychic,Ghost,0.5,9.0,1,Magician,None,None,600.0,80.0,110.0,60.0,150.0,130.0,70.0,3.0,2013-01-01,Fast,Strong
720,Hoopa Hoopa Unbound,6,Djinn Pokémon,2,Psychic,Dark,6.5,490.0,1,Magician,None,None,680.0,80.0,160.0,60.0,170.0,130.0,80.0,3.0,2013-01-01,Fast,Strong
721,Volcanion,6,Steam Pokémon,2,Fire,Water,1.7,195.0,1,Water Absorb,None,None,600.0,80.0,110.0,120.0,130.0,90.0,70.0,3.0,2013-01-01,Fast,Strong
722,Rowlet,7,Grass Quill Pokémon,2,Grass,Flying,0.3,1.5,2,Overgrow,None,Long Reach,320.0,68.0,55.0,55.0,50.0,50.0,42.0,45.0,2016-01-01,Slow,weak
723,Dartrix,7,Blade Quill Pokémon,2,Grass,Flying,0.7,16.0,2,Overgrow,None,Long Reach,420.0,78.0,75.0,75.0,70.0,70.0,52.0,45.0,2016-01-01,Slow,weak
724,Decidueye,7,Arrow Quill Pokémon,2,Grass,Ghost,1.6,36.6,2,Overgrow,None,Long Reach,530.0,78.0,107.0,75.0,100.0,100.0,70.0,45.0,2016-01-01,Fast,Strong
725,Litten,7,Fire Cat Pokémon,1,Fire,None,0.4,4.3,2,Blaze,None,Intimidate,320.0,45.0,65.0,40.0,60.0,40.0,70.0,45.0,2016-01-01,Fast,weak
726,Torracat,7,Fire Cat Pokémon,1,Fire,None,0.7,25.0,2,Blaze,None,Intimidate,420.0,65.0,85.0,50.0,80.0,50.0,90.0,45.0,2016-01-01,Fast,weak
727,Incineroar,7,Heel Pokémon,2,Fire,Dark,1.8,83.0,2,Blaze,None,Intimidate,530.0,95.0,115.0,90.0,80.0,90.0,60.0,45.0,2016-01-01,Slow,Strong
728,Popplio,7,Sea Lion Pokémon,1,Water,None,0.4,7.5,2,Torrent,None,Liquid Voice,320.0,50.0,54.0,54.0,66.0,56.0,40.0,45.0,2016-01-01,Slow,weak
729,Brionne,7,Pop Star Pokémon,1,Water,None,0.6,17.5,2,Torrent,None,Liquid Voice,420.0,60.0,69.0,69.0,91.0,81.0,50.0,45.0,2016-01-01,Slow,weak
730,Primarina,7,Soloist Pokémon,2,Water,Fairy,1.8,44.0,2,Torrent,None,Liquid Voice,530.0,80.0,74.0,74.0,126.0,116.0,60.0,45.0,2016-01-01,Slow,Strong
731,Pikipek,7,Woodpecker Pokémon,2,Normal,Flying,0.3,1.2,3,Keen Eye,Skill Link,Pickup,265.0,35.0,75.0,30.0,30.0,30.0,65.0,255.0,2016-01-01,Slow,weak
732,Trumbeak,7,Bugle Beak Pokémon,2,Normal,Flying,0.6,14.8,3,Keen Eye,Skill Link,Pickup,355.0,55.0,85.0,50.0,40.0,50.0,75.0,120.0,2016-01-01,Fast,weak
733,Toucannon,7,Cannon Pokémon,2,Normal,Flying,1.1,26.0,3,Keen Eye,Skill Link,Sheer Force,485.0,80.0,120.0,75.0,75.0,75.0,60.0,45.0,2016-01-01,Slow,Strong
734,Yungoos,7,Loitering Pokémon,1,Normal,None,0.4,6.0,3,Strong Jaw,Stakeout,Adaptability,253.0,48.0,70.0,30.0,30.0,30.0,45.0,255.0,2016-01-01,Slow,weak
735,Gumshoos,7,Stakeout Pokémon,1,Normal,None,0.7,14.2,3,Strong Jaw,Stakeout,Adaptability,418.0,88.0,110.0,60.0,55.0,60.0,45.0,127.0,2016-01-01,Slow,weak
736,Grubbin,7,Larva Pokémon,1,Bug,None,0.4,4.4,1,Swarm,None,None,300.0,47.0,62.0,45.0,55.0,45.0,46.0,255.0,2016-01-01,Slow,weak
737,Charjabug,7,Battery Pokémon,2,Bug,Electric,0.5,10.5,1,Battery,None,None,400.0,57.0,82.0,95.0,55.0,75.0,36.0,120.0,2016-01-01,Slow,weak
738,Vikavolt,7,Stag Beetle Pokémon,2,Bug,Electric,1.5,45.0,1,Levitate,None,None,500.0,77.0,70.0,90.0,145.0,75.0,43.0,45.0,2016-01-01,Slow,Strong
739,Crabrawler,7,Boxing Pokémon,1,Fighting,None,0.6,7.0,3,Hyper Cutter,Iron Fist,Anger Point,338.0,47.0,82.0,57.0,42.0,47.0,63.0,225.0,2016-01-01,Slow,weak
740,Crabominable,7,Woolly Crab Pokémon,2,Fighting,Ice,1.7,180.0,3,Hyper Cutter,Iron Fist,Anger Point,478.0,97.0,132.0,77.0,62.0,67.0,43.0,60.0,2016-01-01,Slow,Strong
741,Oricorio Baile Style,7,Dancing Pokémon,2,Fire,Flying,0.6,3.4,1,Dancer,None,None,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,2016-01-01,Fast,Strong
741,Oricorio Pom-Pom Style,7,Dancing Pokémon,2,Electric,Flying,0.6,3.4,1,Dancer,None,None,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,2016-01-01,Fast,Strong
741,Oricorio Pa'u Style,7,Dancing Pokémon,2,Psychic,Flying,0.6,3.4,1,Dancer,None,None,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,2016-01-01,Fast,Strong
741,Oricorio Sensu Style,7,Dancing Pokémon,2,Ghost,Flying,0.6,3.4,1,Dancer,None,None,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,2016-01-01,Fast,Strong
742,Cutiefly,7,Bee Fly Pokémon,2,Bug,Fairy,0.1,0.2,3,Honey Gather,Shield Dust,Sweet Veil,304.0,40.0,45.0,40.0,55.0,40.0,84.0,190.0,2016-01-01,Fast,weak
743,Ribombee,7,Bee Fly Pokémon,2,Bug,Fairy,0.2,0.5,3,Honey Gather,Shield Dust,Sweet Veil,464.0,60.0,55.0,60.0,95.0,70.0,124.0,75.0,2016-01-01,Fast,Strong
744,Rockruff,7,Puppy Pokémon,1,Rock,None,0.5,9.2,3,Keen Eye,Vital Spirit,Steadfast,280.0,45.0,65.0,40.0,30.0,40.0,60.0,190.0,2016-01-01,Slow,weak
744,Own Tempo Rockruff,7,Puppy Pokémon,1,Rock,None,0.5,9.2,1,Own Tempo,None,None,280.0,45.0,65.0,40.0,30.0,40.0,60.0,190.0,2016-01-01,Slow,weak
745,Lycanroc Midday Form,7,Wolf Pokémon,1,Rock,None,0.8,25.0,3,Keen Eye,Sand Rush,Steadfast,487.0,75.0,115.0,65.0,55.0,65.0,112.0,90.0,2016-01-01,Fast,Strong
745,Lycanroc Midnight Form,7,Wolf Pokémon,1,Rock,None,1.1,25.0,3,Keen Eye,Vital Spirit,No Guard,487.0,85.0,115.0,75.0,55.0,75.0,82.0,90.0,2016-01-01,Fast,Strong
745,Lycanroc Dusk Form,7,Wolf Pokémon,1,Rock,None,0.8,25.0,1,Tough Claws,None,None,487.0,75.0,117.0,65.0,55.0,65.0,110.0,90.0,2016-01-01,Fast,Strong
746,Wishiwashi Solo Form,7,Small Fry Pokémon,1,Water,None,0.2,0.3,1,Schooling,None,None,175.0,45.0,20.0,20.0,25.0,25.0,40.0,60.0,2016-01-01,Slow,weak
746,Wishiwashi School Form,7,Small Fry Pokémon,1,Water,None,8.2,78.6,1,Schooling,None,None,620.0,45.0,140.0,130.0,140.0,135.0,30.0,60.0,2016-01-01,Slow,Strong
747,Mareanie,7,Brutal Star Pokémon,2,Poison,Water,0.4,8.0,3,Merciless,Limber,Regenerator,305.0,50.0,53.0,62.0,43.0,52.0,45.0,190.0,2016-01-01,Slow,weak
748,Toxapex,7,Brutal Star Pokémon,2,Poison,Water,0.7,14.5,3,Merciless,Limber,Regenerator,495.0,50.0,63.0,152.0,53.0,142.0,35.0,75.0,2016-01-01,Slow,Strong
749,Mudbray,7,Donkey Pokémon,1,Ground,None,1.0,110.0,3,Own Tempo,Stamina,Inner Focus,385.0,70.0,100.0,70.0,45.0,55.0,45.0,190.0,2016-01-01,Slow,weak
750,Mudsdale,7,Draft Horse Pokémon,1,Ground,None,2.5,920.0,3,Own Tempo,Stamina,Inner Focus,500.0,100.0,125.0,100.0,55.0,85.0,35.0,60.0,2016-01-01,Slow,Strong
751,Dewpider,7,Water Bubble Pokémon,2,Water,Bug,0.3,4.0,2,Water Bubble,None,Water Absorb,269.0,38.0,40.0,52.0,40.0,72.0,27.0,200.0,2016-01-01,Slow,weak
752,Araquanid,7,Water Bubble Pokémon,2,Water,Bug,1.8,82.0,2,Water Bubble,None,Water Absorb,454.0,68.0,70.0,92.0,50.0,132.0,42.0,100.0,2016-01-01,Slow,Strong
753,Fomantis,7,Sickle Grass Pokémon,1,Grass,None,0.3,1.5,2,Leaf Guard,None,Contrary,250.0,40.0,55.0,35.0,50.0,35.0,35.0,190.0,2016-01-01,Slow,weak
754,Lurantis,7,Bloom Sickle Pokémon,1,Grass,None,0.9,18.5,2,Leaf Guard,None,Contrary,480.0,70.0,105.0,90.0,80.0,90.0,45.0,75.0,2016-01-01,Slow,Strong
755,Morelull,7,Illuminating Pokémon,2,Grass,Fairy,0.2,1.5,3,Illuminate,Effect Spore,Rain Dish,285.0,40.0,35.0,55.0,65.0,75.0,15.0,190.0,2016-01-01,Slow,weak
756,Shiinotic,7,Illuminating Pokémon,2,Grass,Fairy,1.0,11.5,3,Illuminate,Effect Spore,Rain Dish,405.0,60.0,45.0,80.0,90.0,100.0,30.0,75.0,2016-01-01,Slow,weak
757,Salandit,7,Toxic Lizard Pokémon,2,Poison,Fire,0.6,4.8,2,Corrosion,None,Oblivious,320.0,48.0,44.0,40.0,71.0,40.0,77.0,120.0,2016-01-01,Fast,weak
758,Salazzle,7,Toxic Lizard Pokémon,2,Poison,Fire,1.2,22.2,2,Corrosion,None,Oblivious,480.0,68.0,64.0,60.0,111.0,60.0,117.0,45.0,2016-01-01,Fast,Strong
759,Stufful,7,Flailing Pokémon,2,Normal,Fighting,0.5,6.8,3,Fluffy,Klutz,Cute Charm,340.0,70.0,75.0,50.0,45.0,50.0,50.0,140.0,2016-01-01,Slow,weak
760,Bewear,7,Strong Arm Pokémon,2,Normal,Fighting,2.1,135.0,3,Fluffy,Klutz,Unnerve,500.0,120.0,125.0,80.0,55.0,60.0,60.0,70.0,2016-01-01,Slow,Strong
761,Bounsweet,7,Fruit Pokémon,1,Grass,None,0.3,3.2,3,Leaf Guard,Oblivious,Sweet Veil,210.0,42.0,30.0,38.0,30.0,38.0,32.0,235.0,2016-01-01,Slow,weak
762,Steenee,7,Fruit Pokémon,1,Grass,None,0.7,8.2,3,Leaf Guard,Oblivious,Sweet Veil,290.0,52.0,40.0,48.0,40.0,48.0,62.0,120.0,2016-01-01,Slow,weak
763,Tsareena,7,Fruit Pokémon,1,Grass,None,1.2,21.4,3,Leaf Guard,Queenly Majesty,Sweet Veil,510.0,72.0,120.0,98.0,50.0,98.0,72.0,45.0,2016-01-01,Fast,Strong
764,Comfey,7,Posy Picker Pokémon,1,Fairy,None,0.1,0.3,3,Flower Veil,Triage,Natural Cure,485.0,51.0,52.0,90.0,82.0,110.0,100.0,60.0,2016-01-01,Fast,Strong
765,Oranguru,7,Sage Pokémon,2,Normal,Psychic,1.5,76.0,3,Inner Focus,Telepathy,Symbiosis,490.0,90.0,60.0,80.0,90.0,110.0,60.0,45.0,2016-01-01,Slow,Strong
766,Passimian,7,Teamwork Pokémon,1,Fighting,None,2.0,82.8,2,Receiver,None,Defiant,490.0,100.0,120.0,90.0,40.0,60.0,80.0,45.0,2016-01-01,Fast,Strong
767,Wimpod,7,Turn Tail Pokémon,2,Bug,Water,0.5,12.0,1,Wimp Out,None,None,230.0,25.0,35.0,40.0,20.0,30.0,80.0,90.0,2016-01-01,Fast,weak
768,Golisopod,7,Hard Scale Pokémon,2,Bug,Water,2.0,108.0,1,Emergency Exit,None,None,530.0,75.0,125.0,140.0,60.0,90.0,40.0,45.0,2016-01-01,Slow,Strong
769,Sandygast,7,Sand Heap Pokémon,2,Ghost,Ground,0.5,70.0,2,Water Compaction,None,Sand Veil,320.0,55.0,55.0,80.0,70.0,45.0,15.0,140.0,2016-01-01,Slow,weak
770,Palossand,7,Sand Castle Pokémon,2,Ghost,Ground,1.3,250.0,2,Water Compaction,None,Sand Veil,480.0,85.0,75.0,110.0,100.0,75.0,35.0,60.0,2016-01-01,Slow,Strong
771,Pyukumuku,7,Sea Cucumber Pokémon,1,Water,None,0.3,1.2,2,Innards Out,None,Unaware,410.0,55.0,60.0,130.0,30.0,130.0,5.0,60.0,2016-01-01,Slow,weak
772,Type: Null,7,Synthetic Pokémon,1,Normal,None,1.9,120.5,1,Battle Armor,None,None,534.0,95.0,95.0,95.0,95.0,95.0,59.0,3.0,2016-01-01,Slow,Strong
773,Silvally,7,Synthetic Pokémon,1,Normal,None,2.3,100.5,1,RKS System,None,None,570.0,95.0,95.0,95.0,95.0,95.0,95.0,3.0,2016-01-01,Fast,Strong
774,Minior Meteor Form,7,Meteor Pokémon,2,Rock,Flying,0.3,40.0,1,Shields Down,None,None,440.0,60.0,60.0,100.0,60.0,100.0,60.0,30.0,2016-01-01,Slow,Strong
774,Minior Core Form,7,Meteor Pokémon,2,Rock,Flying,0.3,0.3,1,Shields Down,None,None,500.0,60.0,100.0,60.0,100.0,60.0,120.0,30.0,2016-01-01,Fast,Strong
775,Komala,7,Drowsing Pokémon,1,Normal,None,0.4,19.9,1,Comatose,None,None,480.0,65.0,115.0,65.0,75.0,95.0,65.0,45.0,2016-01-01,Slow,Strong
776,Turtonator,7,Blast Turtle Pokémon,2,Fire,Dragon,2.0,212.0,1,Shell Armor,None,None,485.0,60.0,78.0,135.0,91.0,85.0,36.0,70.0,2016-01-01,Slow,Strong
777,Togedemaru,7,Roly-Poly Pokémon,2,Electric,Steel,0.3,3.3,3,Iron Barbs,Lightning Rod,Sturdy,435.0,65.0,98.0,63.0,40.0,73.0,96.0,180.0,2016-01-01,Fast,weak
778,Mimikyu,7,Disguise Pokémon,2,Ghost,Fairy,0.2,0.7,1,Disguise,None,None,476.0,55.0,90.0,80.0,50.0,105.0,96.0,45.0,2016-01-01,Fast,Strong
779,Bruxish,7,Gnash Teeth Pokémon,2,Water,Psychic,0.9,19.0,3,Dazzling,Strong Jaw,Wonder Skin,475.0,68.0,105.0,70.0,70.0,70.0,92.0,80.0,2016-01-01,Fast,Strong
780,Drampa,7,Placid Pokémon,2,Normal,Dragon,3.0,185.0,3,Berserk,Sap Sipper,Cloud Nine,485.0,78.0,60.0,85.0,135.0,91.0,36.0,70.0,2016-01-01,Slow,Strong
781,Dhelmise,7,Sea Creeper Pokémon,2,Ghost,Grass,3.9,210.0,1,Steelworker,None,None,517.0,70.0,131.0,100.0,86.0,90.0,40.0,25.0,2016-01-01,Slow,Strong
782,Jangmo-o,7,Scaly Pokémon,1,Dragon,None,0.6,29.7,3,Bulletproof,Soundproof,Overcoat,300.0,45.0,55.0,65.0,45.0,45.0,45.0,45.0,2016-01-01,Slow,weak
783,Hakamo-o,7,Scaly Pokémon,2,Dragon,Fighting,1.2,47.0,3,Bulletproof,Soundproof,Overcoat,420.0,55.0,75.0,90.0,65.0,70.0,65.0,45.0,2016-01-01,Slow,weak
784,Kommo-o,7,Scaly Pokémon,2,Dragon,Fighting,1.6,78.2,3,Bulletproof,Soundproof,Overcoat,600.0,75.0,110.0,125.0,100.0,105.0,85.0,45.0,2016-01-01,Fast,Strong
785,Tapu Koko,7,Land Spirit Pokémon,2,Electric,Fairy,1.8,20.5,2,Electric Surge,None,Telepathy,570.0,70.0,115.0,85.0,95.0,75.0,130.0,3.0,2016-01-01,Fast,Strong
786,Tapu Lele,7,Land Spirit Pokémon,2,Psychic,Fairy,1.2,18.6,2,Psychic Surge,None,Telepathy,570.0,70.0,85.0,75.0,130.0,115.0,95.0,3.0,2016-01-01,Fast,Strong
787,Tapu Bulu,7,Land Spirit Pokémon,2,Grass,Fairy,1.9,45.5,2,Grassy Surge,None,Telepathy,570.0,70.0,130.0,115.0,85.0,95.0,75.0,3.0,2016-01-01,Fast,Strong
788,Tapu Fini,7,Land Spirit Pokémon,2,Water,Fairy,1.3,21.2,2,Misty Surge,None,Telepathy,570.0,70.0,75.0,115.0,95.0,130.0,85.0,3.0,2016-01-01,Fast,Strong
789,Cosmog,7,Nebula Pokémon,1,Psychic,None,0.2,0.1,1,Unaware,None,None,200.0,43.0,29.0,31.0,29.0,31.0,37.0,45.0,2016-01-01,Slow,weak
790,Cosmoem,7,Protostar Pokémon,1,Psychic,None,0.1,999.9,1,Sturdy,None,None,400.0,43.0,29.0,131.0,29.0,131.0,37.0,45.0,2016-01-01,Slow,weak
791,Solgaleo,7,Sunne Pokémon,2,Psychic,Steel,3.4,230.0,1,Full Metal Body,None,None,680.0,137.0,137.0,107.0,113.0,89.0,97.0,45.0,2016-01-01,Fast,Strong
792,Lunala,7,Moone Pokémon,2,Psychic,Ghost,4.0,120.0,1,Shadow Shield,None,None,680.0,137.0,113.0,89.0,137.0,107.0,97.0,45.0,2016-01-01,Fast,Strong
793,Nihilego,7,Parasite Pokémon,2,Rock,Poison,1.2,55.5,1,Beast Boost,None,None,570.0,109.0,53.0,47.0,127.0,131.0,103.0,45.0,2016-01-01,Fast,Strong
794,Buzzwole,7,Swollen Pokémon,2,Bug,Fighting,2.4,333.6,1,Beast Boost,None,None,570.0,107.0,139.0,139.0,53.0,53.0,79.0,45.0,2016-01-01,Fast,Strong
795,Pheromosa,7,Lissome Pokémon,2,Bug,Fighting,1.8,25.0,1,Beast Boost,None,None,570.0,71.0,137.0,37.0,137.0,37.0,151.0,45.0,2016-01-01,Fast,Strong
796,Xurkitree,7,Glowing Pokémon,1,Electric,None,3.8,100.0,1,Beast Boost,None,None,570.0,83.0,89.0,71.0,173.0,71.0,83.0,45.0,2016-01-01,Fast,Strong
797,Celesteela,7,Launch Pokémon,2,Steel,Flying,9.2,999.9,1,Beast Boost,None,None,570.0,97.0,101.0,103.0,107.0,101.0,61.0,45.0,2016-01-01,Slow,Strong
798,Kartana,7,Drawn Sword Pokémon,2,Grass,Steel,0.3,0.1,1,Beast Boost,None,None,570.0,59.0,181.0,131.0,59.0,31.0,109.0,45.0,2016-01-01,Fast,Strong
799,Guzzlord,7,Junkivore Pokémon,2,Dark,Dragon,5.5,888.0,1,Beast Boost,None,None,570.0,223.0,101.0,53.0,97.0,53.0,43.0,45.0,2016-01-01,Slow,Strong
800,Necrozma,7,Prism Pokémon,1,Psychic,None,2.4,230.0,1,Prism Armor,None,None,600.0,97.0,107.0,101.0,127.0,89.0,79.0,255.0,2016-01-01,Fast,Strong
800,Dusk Mane Necrozma,7,Prism Pokémon,2,Psychic,Steel,3.8,460.0,1,Prism Armor,None,None,680.0,97.0,157.0,127.0,113.0,109.0,77.0,3.0,2016-01-01,Fast,Strong
800,Dawn Wings Necrozma,7,Prism Pokémon,2,Psychic,Ghost,4.2,350.0,1,Prism Armor,None,None,680.0,97.0,113.0,109.0,157.0,127.0,77.0,3.0,2016-01-01,Fast,Strong
800,Ultra Necrozma,7,Prism Pokémon,2,Psychic,Dragon,7.5,230.0,1,Neuroforce,None,None,754.0,97.0,167.0,97.0,167.0,97.0,129.0,3.0,2016-01-01,Fast,Strong
801,Magearna,7,Artificial Pokémon,2,Steel,Fairy,1.0,80.5,1,Soul-Heart,None,None,600.0,80.0,95.0,115.0,130.0,115.0,65.0,3.0,2016-01-01,Slow,Strong
802,Marshadow,7,Gloomdweller Pokémon,2,Fighting,Ghost,0.7,22.2,1,Technician,None,None,600.0,90.0,125.0,80.0,90.0,90.0,125.0,3.0,2016-01-01,Fast,Strong
803,Poipole,7,Poison Pin Pokémon,1,Poison,None,0.6,1.8,1,Beast Boost,None,None,420.0,67.0,73.0,67.0,73.0,67.0,73.0,45.0,2016-01-01,Fast,weak
804,Naganadel,7,Poison Pin Pokémon,2,Poison,Dragon,3.6,150.0,1,Beast Boost,None,None,540.0,73.0,73.0,73.0,127.0,73.0,121.0,45.0,2016-01-01,Fast,Strong
805,Stakataka,7,Rampart Pokémon,2,Rock,Steel,5.5,820.0,1,Beast Boost,None,None,570.0,61.0,131.0,211.0,53.0,101.0,13.0,30.0,2016-01-01,Slow,Strong
806,Blacephalon,7,Fireworks Pokémon,2,Fire,Ghost,1.8,13.0,1,Beast Boost,None,None,570.0,53.0,127.0,53.0,151.0,79.0,107.0,30.0,2016-01-01,Fast,Strong
807,Zeraora,7,Thunderclap Pokémon,1,Electric,None,1.5,44.5,1,Volt Absorb,None,None,600.0,88.0,112.0,75.0,102.0,80.0,143.0,3.0,2016-01-01,Fast,Strong
808,Meltan,7,Hex Nut Pokémon,1,Steel,None,0.2,8.0,1,Magnet Pull,None,None,300.0,46.0,65.0,65.0,55.0,35.0,34.0,,2016-01-01,Slow,weak
809,Melmetal,7,Hex Nut Pokémon,1,Steel,None,2.5,800.0,1,Iron Fist,None,None,600.0,135.0,143.0,143.0,80.0,65.0,34.0,,2016-01-01,Slow,Strong
810,Grookey,8,Chimp Pokémon,1,Grass,None,0.3,5.0,2,Overgrow,None,Grassy Surge,310.0,50.0,65.0,50.0,40.0,40.0,65.0,,2019-01-01,Slow,weak
811,Thwackey,8,Beat Pokémon,1,Grass,None,0.7,14.0,2,Overgrow,None,Grassy Surge,420.0,70.0,85.0,70.0,55.0,60.0,80.0,,2019-01-01,Fast,weak
812,Rillaboom,8,Drummer Pokémon,1,Grass,None,2.1,90.0,2,Overgrow,None,Grassy Surge,530.0,100.0,125.0,90.0,60.0,70.0,85.0,,2019-01-01,Fast,Strong
813,Scorbunny,8,Rabbit Pokémon,1,Fire,None,0.3,4.5,2,Blaze,None,Libero,310.0,50.0,71.0,40.0,40.0,40.0,69.0,,2019-01-01,Fast,weak
814,Raboot,8,Rabbit Pokémon,1,Fire,None,0.6,9.0,2,Blaze,None,Libero,420.0,65.0,86.0,60.0,55.0,60.0,94.0,,2019-01-01,Fast,weak
815,Cinderace,8,Striker Pokémon,1,Fire,None,1.4,33.0,2,Blaze,None,Libero,530.0,80.0,116.0,75.0,65.0,75.0,119.0,,2019-01-01,Fast,Strong
